y time id
2 10 152
2 11 152
2 12 152
2 13 152
3 14 152
2 15 152
2 1 153
1 2 153
1 3 153
1 4 153
1 5 153
1 6 153
1 7 153
0 8 153
2 9 153
0 10 153
0 11 153
0 12 153
2 13 153
2 14 153
2 15 153
5 1 154
4 2 154
4 3 154
2 4 154
4 5 154
3 6 154
3 7 154
3 8 154
3 9 154
6 10 154
5 11 154
3 12 154
5 13 154
4 14 154
8 15 154
1 1 155
1 2 155
0 3 155
1 4 155
2 5 155
0 6 155
0 7 155
1 8 155
0 9 155
0 10 155
0 11 155
0 12 155
1 13 155
0 14 155
0 15 155
2 1 156
4 2 156
2 3 156
2 4 156
